name,level,school,casting_time,range,components,duration,description
Telepathy,8th,Divination,Action,Unlimited,"V, S, M (a pair of link ed silv er rings)",24 hours,"You cr eate a telepathic link between y ourself and a willing creature with which you are familiar . The creature can be anywher e on the same plane of existence as you. The spell ends if you or the target are no longer on the same plane. Until the spell ends, you and the target can instantly shar e wor ds, images, sounds, and other sensor y messages with each other through the link, and the target r ecogniz es you as the creature it is communicating with. The spell enables a creature to understand the meaning of your wor ds and any sensor y messages you send to it."
Teleport,7th,Conjuration,Action,10 feet,V,Instantaneous,"This spell instantly tr anspor ts you and up to eight willing creatures that you can see within range, or a single object that you can see within range, to a destination you select. If you target an object, it must be Lar ge or smaller , and it can ’t be held or carried by an unwilling creature. The destination you choose must be known to you, and it must be on the same plane of existence as you. your familiarity with the destination determines whether you arriv e there successfully . The DM rolls 1d100 and consults the Telepor tation Outcome table and the explanations after it. Telepor tation Outcome Familiarity Mishap Similar area Off Target On Target Permanent cir cle — — — 01–00 Linked object — — — 01–00 Very familiar 01–05 06–13 14–24 25–00 Seen casually 01–33 34–43 44–53 54–00 Viewed once or described 01–43 44–53 54–73 74–00 False destination 01–50 51–00 — — Familiarity . Here are the meanings of the terms in the table ’s Familiarity column: “Permanent cir cle” means a permanent telepor tation cir cle whose sigil sequence you know . “Link ed object” means you possess an object tak en from the desir ed destination within the last six months, such as a book from a wizar d’s libr ary. “Very familiar ” is a place you have visited often, a place you have car efully studied, or a place you can see when you cast the spell. “Seen casually ” is a place you have seen more than once but with which you ar en’t very familiar . “Viewed once or described” is a place you have seen once, possibly using magic, or a place you know through someone else ’s description, perhaps from a map. “False destination ” is a place that doesn ’t exist. P erhaps you tried to scr y an enemy ’s sanctum but instead viewed an illusion, or you are attempting to telepor t to a location that no longer exists. Mishap. The spell’ s unpr edictable magic r esults in a diﬃcult journe y. Each telepor ting creature (or the target object) takes 3d10 F orce damage, and the DM r erolls on the table to see wher e you wind up (multiple mishaps can occur , dealing damage each time). Similar area. You and your gr oup (or the target object) appear in a diff erent area that’ s visually or thematically similar to the target area. you appear in the closest similar place. If you are heading for your home labor atory, for example, you might appear in another person ’s labor atory in the same city . Off Target. You and your gr oup (or the target object) appear 2d12 miles awa y from the destination in a r andom direction. Roll 1d8 for the dir ection: 1, east; 2, southeast; 3, south; 4, southwest; 5, west; 6, nor thwest; 7, nor th; or 8, northeast. On Target. You and your gr oup (or the target object) appear wher e you intended."
Teleportation Circle,5th,Conjuration,1 minute,10 feet,"V, M (r are inks wor th 50+ GP , which the spell consumes)",1 round,"As you cast the spell, you dr aw a 5-foot-r adius cir cle on the gr ound inscribed with sigils that link your location to a permanent telepor tation cir cle of your choice whose sigil sequence you know and that is on the same plane of existence as you. A shimmering por tal opens within the cir cle you dr ew and r emains open until the end of your next turn. Any creature that enters the por tal instantly appears within 5 feet of the destination cir cle or in the near est unoccupied space if that space is occupied. Many major temples, guildhalls, and other impor tant places have permanent telepor tation cir cles. Each cir cle includes a unique sigil sequence—a string of runes arr anged in a par ticular pattern. When you first gain the ability to cast this spell, you learn the sigil sequences for two destinations on the Material Plane, determined by the DM. you might learn additional sigil sequences during your adventures. you can commit a new sigil sequence to memor y after studying it for 1 minute. You can cr eate a permanent telepor tation cir cle by casting this spell in the same location e very day for 365 da ys."
Tenser's Floating Disk,1st,Conjuration,Action or Ritual,30 feet,"V, S, M (a dr op of mer cury)",1 hour,"This spell creates a cir cular , horiz ontal plane of for ce, 3 feet in diameter and 1 inch thick, that floats 3 feet abo ve the ground in an unoccupied space of your choice that you can see within range. The disk r emains for the dur ation and can hold up to 500 pounds. If more weight is placed on it, the spell ends, and e verything on the disk falls to the gr ound. The disk is immobile while you are within 20 feet of it. If you mo ve more than 20 feet awa y from it, the disk follows you so that it r emains within 20 feet of you. It can mo ve acr oss une ven terr ain, up or down stairs, slopes and the lik e, but it can’t cross an ele vation change of 10 feet or more. For example, the disk can ’t mo ve acr oss a 10-foot-deep pit, nor could it lea ve such a pit if it was created at the bott om. If you mo ve more than 100 feet from the disk (typically because it can ’t mo ve around an obstacle to follow you), the spell ends."
Thaumaturgy,Cantrip,Transmutation,Action,30 feet,V,Up to 1 minute,"You manif est a minor wonder within range. you cr eate one of the effects below within range. If you cast this spell multiple times, you can have up to thr ee of its 1-minute effects activ e at a time. Alter ed E yes. You alter the appear ance of your e yes for 1 minute. Booming V oice. Your v oice booms up to thr ee times as loud as normal for 1 minute. for the dur ation, you have Advantage on Charisma ( Intimidation ) checks. Fire Pla y. You cause flames to flick er, brighten, dim, or change color for 1 minute. Invisible Hand. You instantaneously cause an unlock ed door or window to fly open or slam shut. Phant om Sound. You cr eate an instantaneous sound that originates from a point of your choice within range, such as a rumble of thunder , the cr y of a r aven, or ominous whispers. Tremors. You cause harmless tr emors in the gr ound for 1 minute."
Thorn Whip,Cantrip,Transmutation,Action,30 feet,"V, S, M (the stem of a thorny plant)",Instantaneous,"You cr eate a vine-lik e whip co vered in thorns that lashes out at your command toward a creature in range. Make a melee spell attack against the target. On a hit, the target takes 1d6 Pier cing damage, and if it is Lar ge or smaller , you can pull it"
Thunderclap,Cantrip,Evocation,Action,Self,S,Instantaneous,Each creature in a 5-foot Emanation originating from you must succeed on a Constitution saving throw or take 1d6
Thunderous Smite,1st,Evocation,"Bonus Action, which you take immediately after hitting a target with a Melee weapon or an Unarmed",,,,"Strik e Component: V Your strik e rings with thunder that is audible within 300 feet of you, and the target takes an extr a 2d6 Thunder damage from the attack. Additionally , if the target is a creature, it must succeed on a Strength saving throw or be pushed 10 feet away from you and have the Prone condition. Using a Higher-Le vel Spell Slot. The damage incr eases by 1d6 for each spell slot le vel abo ve 1."
Thunderwave,1st,Evocation,Action,Self,"V, S",Instantaneous,"You unleash a wa ve of thunder ous energy. Each creature in a 15-foot Cube originating from you mak es a Constitution saving throw. On a failed sa ve, a creature takes 2d8 Thunder damage and is pushed 10 feet awa y from you. On a successful sa ve, a creature takes half as much damage only . In addition, unsecur ed objects that are entir ely within the Cube are pushed 10 feet awa y from you, and a thunder ous boom is audible within 300 feet. Using a Higher-Le vel Spell Slot. The damage incr eases by 1d8 for each spell slot le vel abo ve 1."
Time Stop,9th,Transmutation,Action,Self,V,Instantaneous,"You briefly st op the flow of time for e veryone but y ourself. No time passes for other creatures, while you take 1d4 + 1 turns in a r ow, during which you can use actions and mo ve as normal. This spell ends if one of the actions you use during this period, or any effects that you cr eate during it, aff ects a creature other than you or an object being worn or carried by someone other than you. In addition, the spell ends if you mo ve to a place more than 1,000 feet from the location wher e you cast it."
Toll the Dead,Cantrip,Necromancy,Action,60 feet,"V, S",Instantaneous,"You point at one creature you can see within range, and the single chime of a dolor ous bell is audible within 10 feet of the target. The tar get must succeed on a Wisdom sa ving throw or take 1d8 Necr otic damage. If the target is missing any"
Tongues,3rd,Divination,Action,Touch,"V, M (a miniatur e ziggur at)",1 hour,"This spell gr ants the creature you touch the ability to understand any spok en or signed language that it hears or sees. Moreover, when the target communicates by speaking or signing, any creature that knows at least one language can understand it if that creature can hear the speech or see the signing."
Transport via Plants,6th,Conjuration,Action,10 feet,"V, S",1 minute,"This spell creates a magical link between a Lar ge or lar ger inanimate plant within range and another plant, at any distance, on the same plane of existence. you must have seen or t ouched the destination plant at least once before. For the dur ation, any creature can step into the target plant and exit from the destination plant by using 5 feet of movement."
Tree Stride,5th,Conjuration,Action,Self,"V, S","Concentration , up to 1 minute","You gain the ability to enter a tr ee and mo ve from inside it to inside another tr ee of the same kind within 500 feet. Both trees must be living and at least the same siz e as you. you must use 5 feet of movement to enter a tr ee. you instantly know the location of all other tr ees of the same kind within 500 feet and, as par t of the mo ve used to enter the tr ee, can either pass into one of those tr ees or step out of the tr ee you’re in. you appear in a spot of your choice within 5 feet of the destination tr ee, using another 5 feet of movement. If you have no movement left, you appear within 5 feet of the tree you enter ed. You can use this tr anspor tation ability only once on each of your turns. you must end each turn outside a tr ee."
True Polymorph,9th,Transmutation,Action,30 feet,"V, S, M (a dr op of mer cury, a dollop of gum ar abic, and a wisp of smok e)","Concentration , up to 1 hour","Choose one creature or nonmagical object that you can see within range. The creature shape-shifts into a diff erent creature or a nonmagical object, or the object shape-shifts into a creature (the object must be neither worn nor carried). The tr ansformation lasts for the dur ation or until the target dies or is destr oyed, but if you maintain Concentration on this spell for the full dur ation, the spell lasts until dispelled. An unwilling creature can make a Wisdom sa ving throw, and if it succeeds, it isn ’t affected by this spell. Creature into Creature. If you turn a creature into another kind of creature, the new form can be any kind you choose that has a Challenge Rating equal to or less than the target’s Challenge Rating or le vel. The tar get’s game statistics are replaced by the stat block of the new form, but it r etains its Hit Points, Hit Point Dice, alignment, and personality . The tar get gains a number of Temporary Hit Points equal to the Hit Points of the new form. These Temporary Hit Points vanish if any r emain when the spell ends. The tar get is limited in the actions it can per form by the anat omy of its new form, and it can ’t speak or cast spells. The tar get’s gear melds into the new form. The creature can ’t use or other wise benefit from any of that equipment. Object into Creature. You can turn an object into any kind of creature, as long as the creature’s siz e is no lar ger than the object’ s siz e and the creature has a Challenge Rating of 9 or lower . The creature is Friendly to you and your allies. In combat, it takes its turns immediately after y ours, and it obe ys your commands. If the spell lasts more than an hour , you no longer contr ol the creature. It might r emain F riendly to you, depending on how you have treated it. Creature into Object. If you turn a creature into an object, it tr ansforms along with whate ver it is wearing and carr ying into that form, as long as the object’ s siz e is no lar ger than the creature’s siz e. The creature’s statistics become those of the object, and the creature has no memor y of time spent in this form after the spell ends and it r eturns to normal."
True Resurrection,9th,Necromancy,1 hour,Touch,"V, S, M (diamonds wor th 25,000+ GP , which the spell consumes)",Instantaneous,"You touch a creature that has been dead for no longer than 200 y ears and that died for any r eason ex cept old age. The creature is r evived with all its Hit Points. This spell closes all wounds, neutr alizes any poison, cur es all magical contagions, and lifts any curses affecting the creature when it died. The spell r eplaces damaged or missing or gans and limbs. If the creature was Undead, it is restored to its non-Undead form. The spell can provide a new body if the original no longer exists, in which case you must speak the creature’s name. The creature then appears in an unoccupied space you choose within 10 feet of you."
True Seeing,6th,Divination,Action,Touch,"V, S, M (mushr oom powder wor th 25+ GP , which the spell consumes)",1 hour,"For the dur ation, the willing creature you touch has T ruesight with a range of 120 feet."
True Strike,Cantrip,Divination,Action,Self,"S, M (a weapon with which you have proficiency and that is wor th 1+ CP)",Instantaneous,"Guided by a flash of magical insight, you make one attack with the weapon used in the spell’ s casting. The attack uses your spellcasting ability for the attack and damage rolls instead of using Strength or Dexterity . If the attack deals"
Tsunami,8th,Conjuration,1 minute,1 mile,"V, S","Concentration , up to 6 r ounds","A wall of water springs into existence at a point you choose within range. you can make the wall up to 300 feet long, 300 feet high, and 50 feet thick. The wall lasts for the dur ation. When the wall appears, each creature in its area mak es a Strength saving throw, taking 6d10 Bludgeoning damage on a failed sa ve or half as much damage on a successful one. At the star t of each of your turns after the wall appears, the wall, along with any creatures in it, mo ves 50 feet awa y from you. Any Huge or smaller creature inside the wall or whose space the wall enters when it mo ves must succeed on a Strength sa ving throw or take 5d10 Bludgeoning damage. A creature can take this damage only once per r ound. A t the end of the turn, the wall’ s height is r educed by 50 feet, and the damage the wall deals on later r ounds is r educed by 1d10. When the wall r eaches 0 feet in height, the spell ends. A creature caught in the wall can mo ve by swimming. Because of the wa ve’s for ce, though, the creature must succeed on a Strength ( Athletics ) check against your spell sa ve DC to mo ve at all. If it fails the check, it can ’t mo ve. A creature that mo ves out of the wall falls to the gr ound. Spells (U)"
Unseen Servant,1st,Conjuration,Action or Ritual,60 feet,"V, S, M (a bit of string and of wood)",1 hour,"This spell creates an Invisible , mindless, shapeless, Medium for ce that per forms simple tasks at your command until the spell ends. The ser vant springs into existence in an unoccupied space on the gr ound within range. It has A C 10, 1 Hit Point, and a Strength of 2, and it can ’t attack. If it dr ops to 0 Hit Points, the spell ends. Once on each of your turns as a Bonus Action, you can mentally command the ser vant to mo ve up to 15 feet and inter act with an object. The ser vant can per form simple tasks that a human could do, such as f etching things, cleaning, mending, folding clothes, lighting fir es, ser ving food, and pouring drinks. Once you giv e the command, the ser vant performs the task to the best of its ability until it completes the task, then waits for your next command. If you command the ser vant to per form a task that would mo ve it more than 60 feet awa y from you, the spell ends. Spells ( V)"
Vampiric Touch,3rd,Necromancy,Action,Self,"V, S","Concentration , up to 1 minute","The t ouch of your shadow-wr eathed hand can siphon lif e for ce from others to heal your wounds. Make a melee spell attack against one creature within r each. On a hit, the target takes 3d6 Necr otic damage, and you regain Hit Points equal to half the amount of Necr otic damage dealt. Until the spell ends, you can make the attack again on each of your turns as a Magic action, tar geting the same creature or a diff erent one. Using a Higher-Le vel Spell Slot. The damage incr eases by 1d6 for each spell slot le vel abo ve 3."
Vicious Mockery,Cantrip,Enchantment,Action,60 feet,V,Instantaneous,You unleash a string of insults laced with subtle enchantments at one creature you can see or hear within range. The target must succeed on a Wisdom sa ving throw or take 1d6 Psy chic damage and have Disadvantage on the next attack
Vitriolic Sphere,4th,Evocation,Action,150 feet,"V, S, M (a dr op of bile)",Instantaneous,"You point at a location within range, and a glowing, 1-foot-diameter ball of acid str eaks there and explodes in a 20-foot- radius Sphere. Each creature in that area mak es a Dexterity saving throw. On a failed sa ve, a creature takes 10d4 Acid damage and another 5d4 Acid damage at the end of its next turn. On a successful sa ve, a creature takes half the initial damage only . Using a Higher-Le vel Spell Slot. The initial damage incr eases by 2d4 for each spell slot le vel abo ve 4. Spells ( W)"
Wall of Fire,4th,Evocation,Action,120 feet,"V, S, M (a piece of char coal)","Concentration , up to 1 minute","You cr eate a wall of fir e on a solid sur face within range. you can make the wall up to 60 feet long, 20 feet high, and 1 foot thick, or a ringed wall up to 20 feet in diameter , 20 feet high, and 1 foot thick. The wall is opaque and lasts for the duration. When the wall appears, each creature in its area mak es a Dexterity saving throw, taking 5d8 Fir e damage on a failed save or half as much damage on a successful one. One side of the wall, selected by you when you cast this spell, deals 5d8 Fir e damage to each creature that ends its turn within 10 feet of that side or inside the wall. A creature takes the same damage when it enters the wall for the first time on a turn or ends its turn there. The other side of the wall deals no damage. Using a Higher-Le vel Spell Slot. The damage incr eases by 1d8 for each spell slot le vel abo ve 4."
Wall of Force,5th,Evocation,Action,120 feet,"V, S, M (a shar d of glass)","Concentration , up to 10 minutes","An Invisible wall of for ce springs into existence at a point you choose within range. The wall appears in any orientation you choose, as a horiz ontal or v ertical barrier or at an angle. It can be fr ee floating or r esting on a solid sur face. you can form it into a hemispherical dome or a globe with a r adius of up to 10 feet, or you can shape a flat sur face made up of ten 10-foot-by-10-foot panels. Each panel must be contiguous with another panel. In any form, the wall is 1/4 inch thick and lasts for the dur ation. If the wall cuts through a creature’s space when it appears, the creature is pushed to one side of the wall (you choose which side). Nothing can physically pass through the wall. It is immune to all damage and can ’t be dispelled by Dispel Magic . A Disintegr ate spell destr oys the wall instantly , howe ver. The wall also extends into the Ethereal Plane and blocks ether eal travel through the wall."
Wall of Ice,6th,Evocation,Action,120 feet,"V, S, M (a piece of quar tz)","Concentration , up to 10 minutes","You cr eate a wall of ice on a solid sur face within range. you can form it into a hemispherical dome or a globe with a radius of up to 10 feet, or you can shape a flat sur face made up of ten 10-foot-squar e panels. Each panel must be contiguous with another panel. In any form, the wall is 1 foot thick and lasts for the dur ation. If the wall cuts through a creature’s space when it appears, the creature is pushed to one side of the wall (you choose which side) and mak es a Dexterity saving throw, taking 10d6 Cold damage on a failed sa ve or half as much damage on a successful one. The wall is an object that can be damaged and thus br eached. It has A C 12 and 30 Hit Points per 10-foot section, and it has Immunity to Cold, P oison, and Psy chic damage and V ulner ability to Fir e damage. Reducing a 10-foot section of wall to 0 Hit Points destr oys it and lea ves behind a sheet of frigid air in the space the wall occupied. A creature mo ving through the sheet of frigid air for the first time on a turn mak es a Constitution saving throw, taking 5d6 Cold damage on a failed sa ve or half as much damage on a successful one. Using a Higher-Le vel Spell Slot. The damage the wall deals when it appears incr eases by 2d6 and the damage from passing through the sheet of frigid air incr eases by 1d6 for each spell slot le vel abo ve 6."
Wall of Stone,5th,Evocation,Action,120 feet,"V, S, M (a cube of gr anite)","Concentration , up to 10 minutes","A nonmagical wall of solid st one springs into existence at a point you choose within range. The wall is 6 inches thick and is composed of ten 10-foot-by-10-foot panels. Each panel must be contiguous with another panel. Alternativ ely, you can cr eate 10-foot-by-20-foot panels that are only 3 inches thick. If the wall cuts through a creature’s space when it appears, the creature is pushed to one side of the wall (you choose which side). If a creature would be surr ounded on all sides by the wall (or the wall and another solid sur face), that creature can make a Dexterity saving throw. On a success, it can use its Reaction to mo ve up to its Speed so that it is no longer enclosed by the wall. The wall can have any shape you desir e, though it can ’t occup y the same space as a creature or object. The wall doesn ’t need to be v ertical or r est on a firm foundation. It must, howe ver, mer ge with and be solidly suppor ted by existing st one. Thus, you can use this spell to bridge a chasm or cr eate a r amp. If you cr eate a span gr eater than 20 feet in length, you must halv e the siz e of each panel to create suppor ts. you can crudely shape the wall to create battlements and the lik e. The wall is an object made of st one that can be damaged and thus br eached. Each panel has A C 15 and 30 Hit Points per inch of thickness, and it has Immunity to Poison and Psy chic damage. Reducing a panel to 0 Hit Points destr oys it and might cause connected panels to collapse at the DM’ s discr etion. If you maintain your Concentration on this spell for its full dur ation, the wall becomes permanent and can ’t be dispelled. Other wise, the wall disappears when the spell ends."
Wall of Thorns,6th,Conjuration,Action,120 feet,"V, S, M (a handful of thorns)","Concentration , up to 10 minutes","You cr eate a wall of tangled brush bristling with needle-sharp thorns. The wall appears within range on a solid sur face and lasts for the dur ation. you choose to make the wall up to 60 feet long, 10 feet high, and 5 feet thick or a cir cle that has a 20-foot diameter and is up to 20 feet high and 5 feet thick. The wall blocks line of sight. When the wall appears, each creature in its area mak es a Dexterity saving throw, taking 7d8 Pier cing damage on a failed save or half as much damage on a successful one. A creature can mo ve through the wall, albeit slowly and painfully . For every 1 foot a creature mo ves through the wall, it must spend 4 feet of movement. F urthermor e, the first time a creature enters a space in the wall on a turn or ends its turn there, the creature mak es a Dexterity saving throw, taking 7d8 Slashing damage on a failed sa ve or half as much damage on a successful one. A creature mak es this sa ve only once per turn. Using a Higher-Le vel Spell Slot. Both types of damage incr ease by 1d8 for each spell slot le vel abo ve 6."
Warding Bond,2nd,Abjuration,Action,Touch,"V, S, M (a pair of platinum rings wor th 50+ GP each, which you and the target must wear for the dur ation)",1 hour,"You touch another creature that is willing and cr eate a mystic connection between you and the target until the spell ends. While the target is within 60 feet of you, it gains a +1 bonus to AC and saving throws, and it has Resistance to all damage. Also, each time it takes damage, you take the same amount of damage. The spell ends if you dr op to 0 Hit Points or if you and the target become separ ated by more than 60 feet. It also ends if the spell is cast again on either of the connected creatures."
Water Breathing,3rd,Transmutation,Action or Ritual,30 feet,"V, S, M (a shor t reed)",24 hours,This spell gr ants up to ten willing creatures of your choice within range the ability to breathe under water until the spell ends. affected creatures also r etain their normal mode of r espir ation.
Water Walk,3rd,Transmutation,Action or Ritual,30 feet,"V, S, M (a piece of cork)",1 hour,"This spell gr ants the ability to mo ve acr oss any liquid sur face—such as water , acid, mud, snow , quicksand, or la va—as if it wer e harmless solid gr ound (creatures cr ossing molten la va can still take damage from the heat). Up to ten willing creatures of your choice within range gain this ability for the dur ation. An affected target must take a Bonus Action to pass from the liquid’ s sur face into the liquid itself and vice v ersa, but if the target falls into the liquid, the target passes through the sur face into the liquid below ."
Web,2nd,Conjuration,Action,60 feet,"V, S, M (a bit of spider web)","Concentration , up to 1 hour","You conjur e a mass of sticky webbing at a point within range. The webs fill a 20-foot Cube there for the dur ation. The webs are Diﬃcult Terrain, and the area within them is Lightly Obscur ed. If the webs ar en’t anchor ed between two solid masses (such as walls or tr ees) or la yered acr oss a floor , wall, or ceiling, the web collapses on itself, and the spell ends at the star t of your next turn. W ebs la yered over a flat sur face have a depth of 5 feet. The first time a creature enters the webs on a turn or star ts its turn there, it must succeed on a Dexterity saving throw or have the Restrained condition while in the webs or until it br eaks fr ee. A creature Restrained by the webs can take an action to make a Strength ( Athletics ) check against your spell sa ve DC. If it succeeds, it is no longer Restrained. The webs are flammable. Any 5-foot Cube of webs exposed to fire burns awa y in 1 r ound, dealing 2d4 Fir e damage to any creature that star ts its turn in the fir e."
Weird,9th,Illusion,Action,120 feet,"V, S","Concentration , up to 1 minute","You tr y to create illusor y terr ors in others’ minds. Each creature of your choice in a 30-foot-r adius Sphere center ed on a point within range mak es a Wisdom sa ving throw. On a failed sa ve, a target takes 10d10 Psy chic damage and has the Frightened condition for the dur ation. On a successful sa ve, a target takes half as much damage only . A Frightened target mak es a Wisdom sa ving throw at the end of each of its turns. On a failed sa ve, it takes 5d10 Psy chic damage. On a successful sa ve, the spell ends on that target."
Wind Walk,6th,Transmutation,1 minute,30 feet,"V, S, M (a candle)",8 hours,"You and up to ten willing creatures of your choice within range assume gaseous forms for the dur ation, appearing as wisps of cloud. While in this cloud form, a target has a Fly Speed of 300 feet and can ho ver; it has Immunity to the Prone condition; and it has Resistance to Bludgeoning, Pier cing, and Slashing damage. The only actions a target can take in this form are the Dash action or a Magic action to begin r everting to its normal form. Re verting takes 1 minute, during which the target has the Stunned condition. Until the spell ends, the target can r evert to cloud form, which also r equir es a Magic action followed by a 1-minute tr ansformation. If a target is in cloud form and flying when the effect ends, the target descends 60 feet per r ound for 1 minute until it lands, which it does saf ely. If it can ’t land after 1 minute, it falls the r emaining distance."
Wind Wall,3rd,Evocation,Action,120 feet,"V, S, M (a fan and a f eather)","Concentration , up to 1 minute","A wall of str ong wind rises from the gr ound at a point you choose within range. you can make the wall up to 50 feet long, 15 feet high, and 1 foot thick. you can shape the wall in any wa y you choose so long as it mak es one continuous path along the gr ound. The wall lasts for the dur ation. When the wall appears, each creature in its area mak es a Strength saving throw, taking 4d8 Bludgeoning damage on a failed sa ve or half as much damage on a successful one. The str ong wind k eeps fog, smok e, and other gases at ba y. Small or smaller flying creatures or objects can ’t pass through the wall. Loose, lightweight materials br ought into the wall fly upwar d. Arr ows, bolts, and other or dinar y projectiles launched at targets behind the wall are deflected upwar d and miss aut omatically . Boulders hurled by Giants or siege engines, and similar pr ojectiles, are unaff ected. creatures in gaseous form can ’t pass through it."
Wish,9th,Conjuration,Action,Self,V,Instantaneous,"Wish is the mightiest spell a mor tal can cast. By simply speaking aloud, you can alter r eality itself. The basic use of this spell is to duplicate any other spell of le vel 8 or lower . If you use it this wa y, you don ’t need to meet any r equir ements to cast that spell, including costly components. The spell simply takes effect. Alternativ ely, you can cr eate one of the following effects of your choice: Object Cr eation. You cr eate one object of up to 25,000 GP in v alue that isn ’t a magic item. The object can be no more than 300 feet in any dimension, and it appears in an unoccupied space that you can see on the gr ound. Instant Health. You allow y ourself and up to twenty creatures that you can see to regain all Hit Points, and you end all effects on them listed in the Greater Rest oration spell. Resistance. You gr ant up to ten creatures that you can see Resistance to one damage type that you choose. This Resistance is permanent. Spell Immunity . You gr ant up to ten creatures you can see immunity to a single spell or other magical effect for 8 hours. Sudden Learning. You replace one of your f eats with another f eat for which you are eligible. you lose all the benefits of the old f eat and gain the benefits of the new one. you can ’t replace a f eat that is a pr erequisite for any of your other feats or features. Roll Redo. You undo a single r ecent e vent by for cing a r eroll of any die roll made within the last r ound (including your last turn). Reality r eshapes itself to accommodate the new r esult. for example, a Wish spell could undo an ally ’s failed saving throw or a foe ’s Critical Hit. you can for ce the r eroll to be made with Advantage or Disadvantage , and you choose whether to use the r eroll or the original roll. Reshape Reality . You ma y wish for something not included in any of the other effects. To do so, state your wish to the DM as pr ecisely as possible. The DM has gr eat latitude in ruling what occurs in such an instance; the gr eater the wish, the gr eater the lik elihood that something goes wr ong. This spell might simply fail, the effect you desir e might be achie ved only in par t, or you might suff er an unfor eseen consequence as a r esult of how you wor ded the wish. for example, wishing that a villain wer e dead might pr opel you for ward in time to a period when that villain is no longer aliv e, effectiv ely remo ving you from the game. Similarly , wishing for a Legendar y magic item or an Ar tifact might instantly transpor t you to the pr esence of the item ’s curr ent owner . If your wish is gr anted and its effects have consequences for a whole community , region, or world, you are likely to attr act power ful foes. If your wish would aff ect a god, the god’ s divine ser vants might instantly inter vene to prevent it or to encour age you to craft the wish in a par ticular wa y. If your wish would undo the multiv erse itself, thr eaten the City of Sigil, or aff ect the Lady of P ain in any wa y, you see an image of her in your mind for a moment; she shak es her head, and your wish fails. The str ess of casting Wish to produce any effect other than duplicating another spell weak ens you. After enduring that stress, each time you cast a spell until you finish a Long Rest , you take 1d10 Necr otic damage per le vel of that spell. This damage can ’t be r educed or pr evented in any wa y. In addition, your Strength score becomes 3 for 2d4 da ys. for each of those da ys that you spend r esting and doing nothing more than light activity , your r emaining r ecovery time decr eases by 2 da ys. Finally , there is a 33 per cent chance that you are unable to cast Wish ever again if you suff er this stress."
Witch Bolt,1st,Evocation,Action,60 feet,"V, S, M (a twig struck by lightning)","Concentration , up to 1 minute","A beam of cr ackling energy lances toward a creature within range, forming a sustained ar c of lightning between you and the target. Make a ranged spell attack against it. On a hit, the target takes 2d12 Lightning damage. On each of your subsequent turns, you can take a Bonus Action to deal 1d12 Lightning damage to the target automatically , even if the first attack missed. The spell ends if the target is e ver outside the spell’ s range or if it has Total Cover from you. Using a Higher-Le vel Spell Slot. The initial damage incr eases by 1d12 for each spell slot le vel abo ve 1."
Word of Radiance,Cantrip,Evocation,Action,Self,"V, M (a sunburst t oken)",Instantaneous,Burning r adiance erupts from you in a 5-foot Emanation . Each creature of your choice that you can see in it must
Word of Recall,6th,Conjuration,Action,5 feet,V,Instantaneous,"You and up to five willing creatures within 5 feet of you instantly telepor t to a pr eviously designated sanctuar y. You and any creatures that telepor t with you appear in the near est unoccupied space to the spot you designated when you prepar ed your sanctuar y (see below). If you cast this spell without first pr eparing a sanctuar y, the spell has no effect. You must designate a location, such as a temple, as a sanctuar y by casting this spell there."
Wrathful Smite,1st,Necromancy,"Bonus Action, which you take immediately after hitting a creature with a Melee weapon or an Unarmed",,,,"Strik e Component: V The tar get takes an extr a 1d6 Necr otic damage from the attack, and it must succeed on a Wisdom sa ving throw or have the Frightened condition until the spell ends. A t the end of each of its turns, the Frightened target r epeats the sa ve, ending the spell on itself on a success. Using a Higher-Le vel Spell Slot. The damage incr eases by 1d6 for each spell slot le vel abo ve 1. Spells ( Y)"
Yolande's Regal Presence,5th,Enchantment,Action,Self,,,"Component: V, S, M (a miniatur e tiar a) You surr ound y ourself with unear thly majesty in a 10-foot Emanation . Whene ver the Emanation enters the space of a creature you can see and whene ver a creature you can see enters the Emanation or ends its turn there, you can for ce that creature to make a Wisdom sa ving throw. On a failed sa ve, the target takes 4d6 Psy chic damage and has the Prone condition, and you can push it up to 10 feet awa y. On a successful sa ve, the target takes half as much damage only . A creature mak es this sa ve only once per turn. Spells (Z)"
